kode,nama_bahan_makanan,air_g,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,vit._a_mcg,beta_karoten_mcg,karotentotal_mcg,vit._b1_mg,vit._b2_mg,niasin_mg,vitamin_c_mg
NP004,Cuka,94.5,21,0.1,0.1,5,0,7,10,0.5,21,37.8,0,0,0,0,0,0.24,0,0.7,0
GP003,Cumi-cumi goreng,54.2,265,40.6,10.1,0,0,62,270,2.7,86,81.9,0,0,0,56,0,0.09,0,6.3,0
GR022,Cumi-cumi segar,82.2,75,16.1,0.7,0.1,0,32,200,1.8,37,204.1,1.6,1.3,0,20,0,0.08,0,2.5,0
DR017,Daun bangun-bangun segar,92.5,27,1.3,0.6,4,1,279,40,13.6,4,144,0,0,0,1.49,13.29,0.16,0.1,0,5
DR018,Daun bawang merah segar,89.1,41,2,0.3,7.8,2.1,60,40,2.3,30,90,0.1,0.3,0,218,0,0.1,0.1,0.2,11
DR019,Daun bebuas segar,87.9,41,2.7,1,7.3,2.1,29,245,1.5,0,0,0,0,0,0,3.1,0.01,0,0,3
DR020,Daun belem segar,84.6,50,4.4,1.4,7.8,1.9,698,151,7.5,0,0,0,0,0,0,13.07,0.05,0,0,21
DR021,Daun bluntas segar,86,44,1.8,0.5,9.4,0,256,49,5.6,0,0,0,0,0,0,3.98,0.02,0,0,30
DR022,Daun gandaria segar,81,63,3.1,0.3,14,2.1,40,45,4.7,3,127.7,0,0,0,503,600,0.04,0.04,0.2,61
DR023,Daun gedi besar segar,84,58,2.9,0.7,10,3.3,440,100,1.9,30,40,0.2,2.1,0,596,0,0.4,0.5,2.8,11
DR024,Daun gedi kecil segar,83.7,61,3.2,0.7,10.4,3.4,420,70,1.7,20,50,0.1,1.4,0,607,0,0.4,0.3,2.9,11
DR025,Daun gelang segar,90.3,30,1.3,0.7,5.8,1.3,350,210,11.9,5,333.3,0.31,1.2,0,4.7,1.95,0.01,0.14,0.7,1
DR026,Daun gunda bali segar,86.4,50,4.6,0.9,7,1.4,167,62,0.5,0,0,0,0,0,0,6.57,0.05,0,0,20
DR027,Daun gunda serang segar,84.6,62,4.2,0.9,9.2,1.3,171,64,0.6,0,0,0,0,0,0,7.35,0.02,0,0,20
DR028,Daun jambu mete muda segar,78,78,4.6,0.5,16.2,3,33,64,8.9,14,670.5,0,0,0,4.48,2.69,0.02,1.12,1.1,65
DR029,Daun jampang segar,88.9,34,3.8,0.5,5.3,1.4,21,245,1,0,0,0,0,0,0,4.36,0.03,0,0,3
DR030,Daun jawaw seluang segar,77.2,93,5,1.3,15.3,3.9,146,103,5.3,2,434,0.5,1.5,0,0,0,0.1,0.7,0,9
DR031,Daun jonghe segar,91.4,27,2.1,0.7,4.4,2,253,192,9.5,0,0,0,0,0,0,5.06,0.01,0,0,1
DR032,Daun kacang ma segar,89.1,36,2.9,0.6,6.8,1.8,64,220,2.2,7,485.3,0.2,0.3,0,2.89,4.38,0.04,0.18,1.2,4
DP004,Daun kacang panjang kukus,87.2,40,3.7,0.3,8,1.8,111,66,3.7,6,419.5,0.2,0.3,0,2.65,5.78,0.15,0.2,0.9,11
DR033,Daun kacang panjang segar,89.7,30,3.1,0.3,5.8,1.7,200,66,4.5,7,458.6,0.2,0.3,0,2.73,4.59,0.33,0.2,1.1,30
DR034,Daun kasbi singkong karet segar,80.3,92,4,3.6,10.9,5.8,140,70,1.6,70,90,0.3,1.1,0,4.05,0,0.1,0.2,0.1,74
DP005,Daun katuk rebus,83.3,53,5.3,0.9,9.1,1.2,185,102,3.1,16,291.3,0.3,1.3,0,11.13,9,0,0.3,2.2,66
DR035,Daun katuk segar,81,59,6.4,1,9.9,1.5,233,98,3.5,21,478.8,0.3,1.3,0,9.15,10.02,0,0.31,2.3,164
DR036,Daun kecipir segar,85,52,5,0.5,8.5,0,134,81,6.2,6,114,0.3,0.8,0,3.98,5.24,0.28,0.4,2.2,29
DR037,Daun kedondong segar,81,59,3.5,0.3,13.4,10.7,540,82,6.2,12,579,0,0,0,1.62,2.9,0.06,0.2,1.5,29
DP006,Daun kelor rebus,80.3,61,6.1,0.9,10,0.9,255,36,2.1,45,181.2,0.1,0.6,0,3.97,6.07,0.1,0.1,4,13
DR038,Daun kelor segar,75.5,92,5.1,1.6,14.3,8.2,1.08,76,6,61,298,0.1,0.6,0,3.27,0,0.3,0.1,4.2,22
DR039,Daun kemangi segar,85,43,5.5,0.3,7.5,8.4,35,106,1,10,457.1,0,0,0,1.28,1.02,0.06,0.1,1.2,30
DR040,Daun kenikir segar,87.6,45,3.7,0.5,6.6,5.8,328,65,2.7,431,431,0.1,0.6,0,30,12,0.5,0.3,4.5,0.2
DR041,Daun kesum segar,84.8,48,4.5,0.8,9.1,1.6,125,142,2.6,11,174.7,0.4,1.2,0,4.22,8.72,0.01,0.1,1.6,4
DR042,Daun kol sawi segar,93.1,22,2.1,0.5,3.6,0.9,200,92,3.2,19,386.2,0.1,0.2,0,1.81,2.18,0.03,0.2,0.6,3
DR043,Daun koro segar,91,23,3,0.3,3.7,0,134,81,6.2,4,68.4,0.2,0.5,0,2.39,5.24,0.28,0.2,1.3,29
DR044,Daun kubis segar,86.2,51,2.5,1.1,8,3.4,100,50,3.4,50,100,0.9,0.6,0,3.61,0,0.4,0.1,0.2,16
DR045,Daun kumak segar,95.2,14,1.3,0.3,2.3,0.9,90,59,2.7,2,36.5,0.1,0.3,0,1.27,2.96,0.01,0,0.5,3
DR046,Daun labu siam segar,89.7,34,4,0.4,4.7,3.5,58,70,2.5,16,630.7,0.2,0.3,0,4.77,2.03,0.08,0.4,1.7,16
DR047,Daun labu waluh kuning segar,89.7,34,3.6,0.6,4.5,2.9,138,99,3.7,16,630.7,0.2,0.3,0,1.26,2.75,0.14,0.2,1.3,36
DR048,Daun lamtoro segar,74,87,8.3,1.8,14.4,3.3,725,174,3.9,10,197.7,0.5,1.4,0,6.9,13.04,0,0.1,2.3,32
DR049,Daun leilem segar,79.4,76,2.8,0.2,15.8,3.1,296,22,3.4,6,46,0.5,1.1,0,753,0,0.3,0.1,2.5,22
DR050,Daun leunca segar,85,49,4.7,0.5,8.1,0,210,80,6.1,0,0,0,0,0,0,1.9,0.14,0,0,40
DR051,Daun lobak segar,90,30,2.3,0.4,5.8,3.2,140,33,3.7,16,747.4,0.2,0.2,0,5.04,1,0.07,1.1,6.5,109
DR052,Daun lompong talas segar,87.2,44,3,0.8,7.4,3.3,76,59,1,3,578.4,0.2,0.4,0,2.58,2,0.08,0.4,1.4,31
DR053,Daun mangkokan segar,82,57,3.7,0.3,11.8,0,474,49,4,0,0,0,0,0,0,5.45,0.06,0,0,83
DR054,Daun matel ambon segar,77.1,71,6.8,1.6,11.5,4.6,93,95,10.2,0,0,0,0,0,0,49,0.08,0,0,26
DR055,Daun melinjo segar,70.8,104,5,1.3,21.3,10.3,219,82,4.2,12,604.8,0.4,0.6,0,823,10,0.09,0,0,182
DP007,Daun mengkudu kukus,81.6,63,3.8,1.5,11.5,2.4,300,43,6,0,0,0,0,0,2,4.9,0.08,0.1,5.2,11
DR056,Daun mengkudu segar,80.9,65,4,1.7,11.4,3.9,296,40,6.9,0,0,0,0,0,2,4.96,0.01,0.1,5.7,35
DR057,Daun ndusuk segar,56,166,1.7,0.5,38.8,10.7,40,20,1.8,40,310,0.2,0.7,0,14.46,0,0.4,0.1,0.1,30
DR058,Daun oyong segar,93,22,1,0.1,5.3,2,21,44,2,40,295.5,0.1,0.2,0,855,1,0.08,0.1,0.8,150
DR060,Daun pakis longgiho segar,89.5,54,2.2,3.6,3.1,2.1,40,80,0.7,70,500,0.4,0.1,0,168,0,0.4,0.3,0.2,8
DR061,Daun pakis wambateu segar,86.9,53,3.4,1.2,7.2,4.8,30,100,0.3,20,200,0.2,0.3,0,191,0,0.7,0.2,0.3,6
DR059,Daun pakis segar,86.8,39,4.5,0.4,6.9,2,136,159,2.3,20,201.9,0.2,0.3,0,1.63,3.29,0.02,0.1,0.5,3
DR062,Daun paku segar,88.8,29,3.4,0.1,6.5,4.3,13,88,1.3,19,434,0.5,0.7,0,18,0,0.2,0.1,11.7,10
DR063,Daun pangisegar,76.1,104,3.9,0.6,17.9,8.3,256,22,1.8,4,266,1.7,0.5,0,55,0,0.4,0.1,0.1,23
DR064,Daun pare segar,87.3,49,2.7,1,8.4,3,217,70,3.3,7,498,0.4,1.2,0,1.8,0,0.4,0.2,0.6,7
DR065,Daun pepaya segar,75.4,87,8,2,11.9,1.5,353,63,0.8,4,926.6,0.2,1.5,0,5.41,18.25,0.15,0.5,1.9,140
DR066,Daun pohpohan segar,87.4,37,2.5,0.8,6.9,2.6,744,80,5.9,0,0,0,0,0,0,7.38,0.03,0,0,5
NR017,Daun salam bubuk,13.1,301,14.2,10.9,49,9.4,86,250,44.1,180,619,1.31,0.7,0,5.4,0,0.1,0.32,5,0
DR067,Daun selasih segar,83.1,62,4,0.5,10.5,5.3,122,16,13.9,3,259,0.4,0.7,0,4.11,0,0.5,0.1,0.2,24
DR068,Daun semanggi segar,84.7,45,4.4,0.5,8.5,1.9,98,90,7,64,520.7,0.5,0.3,0,64,3.37,0.01,0.5,0.7,6
DR069,Daun simpur segar,86.2,53,3.2,2.5,7.6,1.6,228,194,3.5,0,0,0,0,0,0,3.35,0.02,0,0,5
DR070,Daun singkil segar,80.9,68,2,1,15.2,3.3,178,86,2.1,0,0,0,0,0,0,6.04,0.02,0,0,3
DR072,Daun singkong ambon segar,58,144,12.7,1.2,25.2,10.2,165,54,3.9,44,62.2,0.2,5.4,0,8.63,13,0.21,1,4.2,220
DR073,Daun singkong ampenan segar,84.4,50,6.2,1.1,7.1,2.4,352,123,2.7,49,570,0.2,1.3,0,7.92,0,0.5,0.1,1.6,103
DR074,Daun singkong kopang segar,81.1,74,6.3,0.7,10.7,4.6,142,115,1.7,32,382,0.2,1.5,0,3.88,0,0.5,0.5,1.9,211
DP008,Daun singkong rebus,90.5,31,3.7,0.6,4.8,1.6,160,50,2.6,13,14,0.1,2,0,3.9,4.15,0.02,0.1,1.7,34
DR071,Daun singkong segar,84.4,50,6.2,1.1,7.1,2.4,166,99,1.3,17,23.1,0.1,2,0,3.2,7.05,0.04,0.1,1.8,103
DR075,Daun sintrong segar,88.5,36,2.6,0.9,6.1,1.7,398,95,9.3,64,444.4,0.1,0.4,0,10.18,8.87,0.03,0.2,0.9,3
DP009,Daun talas rebus,91.6,27,1.3,0.2,5.9,1.6,119,41,1.4,3,519.4,0.5,0.5,0,4.64,2.68,0,0.6,1.9,7
DR076,Daun talas segar,81.1,59,3,0.4,13.5,3,236,50,2.4,4,854.1,0.4,0.5,0,3.82,5.74,0.07,0.6,2,24
DR077,Daun tespong segar,81,70,2.9,0.3,13.9,2.3,155,65,2.5,72,0,0.15,0.9,0,171,2.5,0.05,0.7,1.4,21
DR078,Daun ubi kuning segar,83.5,62,3.7,0.3,11.1,6.4,170,40,0.6,10,0,0.2,0.5,0,3.56,0,0.3,0.3,1.2,4
DP010,Daun ubi merah kukus,82.5,56,3.1,0.3,13,1.5,78,52,4.3,28,472.8,0.1,0.4,0,5.28,5.4,0,0.2,1.1,14
DR079,Daun ubi merah segar,84.4,48,3,0.3,10.8,1.4,80,81,6.4,33,517.3,0,0.4,0,5.45,4.7,0.1,0.2,1.2,27
DR080,Daun ubi putih segar,87.5,46,2.8,0.2,8.2,4.8,120,50,0.8,10,0,0.2,0.5,0,103,0,0.3,0.3,0.9,8
DR081,Daun ubi tinta segar,85.1,55,1.7,0.1,11.9,7.6,120,40,0.6,10,0,0.2,0.5,0,516,0,0.2,0,0,7
GP059,Dendeng belut goreng,8.2,382,55.7,14.1,8,0,1.07,654,15.4,0,0,0,0,28,0,1.48,0.48,0,0,0
GP060,Dendeng mujahir goreng,6.5,598,74.3,26.9,9.2,0,1.96,1.45,7.4,0,0,0,0,18,0,25,0.19,0,0,0
FP045,Djibokum masakan,43.4,248,10,2.3,40.9,0.1,116,110,2.8,401,0,0,0,52,0,1.92,0.75,0,0,0
AP043,Dodol bali,26.5,298,3.7,2.1,65.9,0.4,70,76,2.5,0,0,0,0,0,0,496,0.28,0,2.5,0
CP023,Dodol banjarmasin,17.3,368,2.6,8.6,70,0.5,51,180,3.3,48,96,0.4,2.6,0,0,0,0.04,0.07,2.3,0
AP044,Dodol galamai,16.5,348,0.4,3.8,76.1,0.5,41,144,2.6,38,76,0.3,2.1,0,0,0,0.03,0.06,1.8,0
AP045,Dodol kedondong,26.4,331,1.9,7.6,63.8,1,90,55,2.3,0,0,0,0,0,0,408,0.11,0,0.8,5
AP046,Dodol manado,26.1,373,4.3,16.5,51.9,0.4,41,142,2.4,35,72,0.3,2.1,0,0,0,0.04,0.06,2.1,0
EP002,Dodol nanas,16.1,338,1.5,1.2,80.3,0,0,0,0,0,0,0,0,0,0,1.24,0.55,0,0,0
FR016,Domba daging gemuk segar,55.8,317,15.7,27.7,0,0,9,157,2.4,64,242.1,0.11,3.7,0,0,0,0.14,0.23,6.5,0
FR017,Domba daging kurus segar,66.3,202,17.1,14.8,0,0,10,191,2.6,90,355,0.08,2.8,0,0,0,0.15,0.26,5.7,0
FR018,Domba ginjal segar,77.8,100,16.6,3.3,1,0,13,237,9.2,167,296.1,0.48,2.4,348,515,0,0.51,2.35,8,13
ER022,Duku segar,82,63,1,0.2,16.1,4.3,18,9,0.9,2,147.5,0.09,0.2,0,0,0,0.05,0.15,1.5,9
ER023,Durian segar,65,134,2.5,3,28,3.5,7,44,1.3,1,601,0.12,0.3,0,146,175,0.1,0.19,136.5,53
ER024,Duwet segar,80.2,80,0.5,0.6,18.2,0.9,33,138,1.3,16,92.7,191.28,0.3,0,329,0,0.02,0.01,2.5,130
DR082,Eceng segar,93,19,1,0.2,3.8,1.8,80,45,3.7,45,634.1,0,0,0,7,1,0.08,0.1,0.7,50
ER025,Embacang segar,72.5,98,1.4,0.2,25.4,1.9,21,15,0.5,3,250.9,0.13,0.1,0,2.53,1.22,0.03,0.09,0.7,56
FP046,Empal daging Goreng masakan,43.9,248,36.2,6.9,10.1,0,131,235,6.4,848,0,0,0,112,0,620,0.55,0,0,0
CP024,Emping kerupuk melinjo,13,345,12,1.5,71.5,0,100,400,5,0,0,0,0,0,0,0,0.2,0,0,0
AP047,Emping beras,13.6,403,10.6,2.2,85.3,0.2,11,240,0.3,1,113,0.3,2.4,0,0,0,0,0.16,0,0
CP025,Emping komak,14.2,355,17.8,4.6,60.7,0,87,304,4.3,24,1233,1,2.3,0,0,0,0,0,0.6,0
ER026,Encung asam segar,73,122,3.5,4.5,17.5,9.3,63,69,3.2,0,0,0,0,0,0,2.36,0.02,0,0,0
CP026,Enting-enting gepuk hello kity,2.4,538,13.6,30.3,52.6,0.2,81,248,1.6,0,0,0,0,0,0,202,1,0,0,0
CP027,Enting-enting gepuk kacang tanah,4.2,524,13.3,29.2,52,0.2,76,248,1.4,0,0,0,0,0,0,272,0.62,0,0,0
CP028,Enting-enting wijen,3.7,565,18.2,38.4,36.8,1.9,251,502,10.9,0,0,0,0,0,0,240,0.92,0,0,0
ER027,Erbis segar,80,70,0.6,0,18.9,7.7,11,50,1.1,21,257.1,0.06,0.1,0,549,10,0,0.1,1.1,16
JP001,Es krim,62.1,210,4,12.5,20.6,0,123,99,0.1,78,193.4,0,0.7,158,0.2,0,0.04,0.23,0.1,1
GP061,Fillet o-fish,51,270,12.3,15.9,19.3,0.2,239,272,1.8,439,0,0,0,34,0,580,0.59,0,0,0
BR007,Gadeng Gadung kering,20.2,322,2.4,0.6,76.6,0,39,22,2.2,5,2,0.5,0.2,0,0,0,0.45,0.02,1,0
DP031,Gado-gado,68.5,137,6.1,3.2,21,1.1,301,135,7.5,0,0,0,0,3,0,5.93,0.1,0,0,1
BP006,Gadung ubi kukus,77.4,88,0.6,0.3,20.9,0.9,26,47,0.4,6,584,0.2,0.2,0,0,0,0.03,0,0.4,0
BR008,Gadung ubi segar,74.4,100,0.9,0.3,23.5,2.1,79,66,0.9,8,687.2,0.2,0.2,0,0,0,0.23,0,0.5,2
DR083,Gambas oyong segar,94.5,19,0.8,0.2,4.1,1.3,19,33,0.9,23,109.1,0,0.1,0,17,380,0.03,0,0.4,8
ER028,Gandaria masak,80.8,68,0.7,0.1,18,2.2,9,20,1,3,129,0,0,0,329,1.02,0.03,0.07,0.7,111
BP007,Ganyong rebus,74.1,100,0.8,0.2,23.8,0.9,15,65,0.9,0,0,0,0,0,0,0,0.04,0,0,6
BR009,Ganyong segar,79.9,77,0.6,0.2,18.4,0.8,15,67,1,0,0,0,0,0,0,0,0.1,0,0,9
ER029,Gatep segar,52.7,191,4.5,1.5,39.7,13.4,186,69,3.2,17,403.3,0.69,1.4,0,51,0,0.05,0.2,1.8,0
BP026,Gatot,12.8,347,1.3,0.7,83.8,5.8,78,44,17.1,28,242,0.2,0.7,0,0,0,0.02,0.1,0.4,0.2
BP027,Geblek,52.1,195,0.4,1.7,44.4,3.6,35,13,0.6,353,125,0.3,0.3,0,0,0.3,0.02,0,0.1,0.2
BR010,Gembili ubi segar,66.4,131,1.1,0.2,31.3,1.1,14,56,0.6,10,200,0.2,0.3,0,0,0,0.08,0,0.9,4
AP048,Gemblong,36.2,274,1.7,5.4,55.5,2.2,69,55,3.3,0,0,0,0,0,0,0,0,0,0,0
AP049,Gendar goreng,30.4,407,6.4,28.2,32,0.1,216,62,1.6,0,0,0,0,0,0,184,0.16,0,0.6,0
DR084,Genjer segar,90,35,1.7,0.2,7.7,2.5,62,33,2.1,64,905.8,0,0,0,0,3.8,0.07,0.1,1.1,54
CP029,Geplak,29.6,350,1.4,14.4,53.6,1.8,151,43,2.1,0,0,0,0,0,0,120,0.12,0.02,0.8,0
CP030,Geplak jahe,12.4,462,3.1,24.4,57.7,3.3,212,161,6.6,0,0,0,0,0,0,272,0.12,0,0.1,0
GP062,Gete kuah asam masakan,80.1,75,8.2,2,6,0,1.62,880,0.8,260,150,0.1,1.5,0,0,0,0,0,0.1,0
BP028,Getuk goreng,16.5,360,1.3,6.4,74.3,0.8,59,81,3.2,0,0,0,0,0,0,0,0.21,0,0.1,0
EP003,Getuk pisang,63.7,144,1.1,0.4,34.1,0.4,48,32,1,0,0,0,0,0,0,1.46,0.34,0,0,0
BP029,Getuk singkong,49.8,204,0.5,1.4,47.4,0.8,97,52,1.5,0,0,0,0,0,0,208,0.08,0,0.1,0
DP032,Gudeg sayur,69.2,160,3.3,9.2,16,2.3,62,55,12.8,0,0,0,0,0,0,166,0.15,0,0,0
MP005,Gula aren,7,368,0,0,92,0,75,35,3,15,390.4,0.04,26.4,0,0,0,0,0.01,0.5,0
MP006,Gula kelapa,10,386,3,10,76,0,76,37,2.6,2,0,0,0,0,0,0,0,0.34,0.5,0
MP007,Gula putih,5.4,394,0,0,94,0,5,1,0.1,1,4.8,0,0,0,0,0,0,0,0,0
GP063,Gulai asam keueung masakan,86,52,10,0.5,1.8,0,62,102,0.3,332,141,0,1,0,0,0,0.18,0.34,0,0
GP064,Gulai ikan paya masakan,72.1,148,10,9.8,5,0,103,82,0.7,525,256,0.1,0.9,0,0,0,0.26,0.02,0,0
GP065,Gulai ikan masakan,75.7,106,16.5,3.3,2.5,0,306,196,4.8,743,0,0,0,86,0,2.76,0.32,0,0,0
FP047,Gulai kambing,78.4,126,4.2,9.4,6.2,0,45,73,1.3,302,138,0.2,1.1,151,0,0,0.13,0.01,0,0
GP066,Gulai keumamah masakan,81.4,110,5.9,8.2,3.2,0,32,96,1,335,121,0.2,0.9,0,0,0,0.33,0.04,0,0
DP033,Gulai pakis,76.1,143,4,11.4,6,1.4,548,124,1.7,0,0,0,0,11,0,9.8,0.35,0,0,1
DP034,Gulai pliek,71.9,176,7.3,14.9,3.2,0,39,54,1.4,257,285,0.3,0.6,0,0,0,0,0,0,0
GP067,Gulai tiram masakan,73.1,132,9,7.2,7.8,0,53,134,3.7,285,133,1.1,0.7,389,0,0,0.29,0.12,0,0
GP068,Gurame asem manis masakan,63.1,192,12.7,10.1,12.7,0,283,169,1.1,0,0,0,0,19,0,1.44,0.1,0,0,0
BP030,Gurandil,47.5,218,0.5,2.5,48.5,3.1,50,25,2.8,0,0,0,0,0,0,0,0.19,0,0,0
FP005,Ham,42,384,16.9,35,0.3,0,10,136,2.5,112,819.3,0.11,0.4,0,0,0,0.7,0.95,9.7,0
JP002,Hangop,84,65,10,1,3.5,0,180,190,0.2,126,374.4,0,0,0,22,0,0.03,0.43,0.2,0
BR011,Hofa Ubi hutan segar,67.9,127,1.2,0.5,29.5,3.4,30,8,0.7,3,4,0.1,0.2,0,0,0,0.3,0.05,0.6,0
GP069,Ikan asar merah masakan,69.2,146,17.7,5.9,5.6,0,100,240,4,170,310,0.3,1.4,224,0,0,0,0,0,0
GP004,Ikan asin kering,40,193,42,1.5,0,0,200,300,2.5,0,0,0,0,0,0,0,0.01,0,0,0
GR001,Ikan bader segar,66,193,19,13,0,0,48,150,0.4,118,264.9,0.1,0.2,45,0,0,0.01,0.1,4.1,0
GR002,Ikan balong segar,76.5,107,16.5,3.9,1.5,0,54,202,2,86,253.4,0.5,1,25,0,0,0.05,0.1,2.5,0
GR003,Ikan bambangan segar,73.7,112,20,1.3,3.7,0,98,120,3,148,258.7,0,0.1,0,0,0,0.07,0,0.3,0
GP005,Ikan bandeng presto masakan,45.3,296,17.1,20.3,11.3,0,1.42,659,1.9,0,0,0,0,6,0,400,0.14,0,0,69
GR004,Ikan bandeng segar,74,123,20,4.8,0,0,20,150,2,67,271.1,0,0.9,45,21,0,0.05,0.1,6,0
GR005,Ikan banjar segar,73.5,111,19.4,0.9,4.8,0,68,278,7.3,99,338.7,0.2,0.6,0,62,0,0.03,0.2,7.3,0
GR006,Ikan baronang segar,80,78,14.5,0.6,3.7,0,26,521,3.8,26,692,4.7,4.1,732,0,0,0.2,0.04,3,0
GR007,Ikan batung segar,75.7,115,14.5,4.6,4.2,0,0,207,0,42,361,0.2,0.9,0,0,0,1.2,0.04,1.1,0
GP006,Ikan baung bakar,69.8,144,17.8,5.8,5.2,0,18,169,0,168,236,0.1,0.7,0,0,0,0,0,1.3,0
GR008,Ikan baung segar,74.9,123,15.1,5.5,3.3,0,5,146,1.3,32,349,0.1,0.7,0,0,0,0.2,0.03,1.2,0
GR009,Ikan bawal segar,78,91,19,1.7,0,0,20,150,2,129,233.3,0.1,0.3,45,0,0,0.05,0.1,1.8,0
GP007,Ikan Belida bakar,68.2,128,18,3,7.2,0,58,134,0,293,198,0.1,0.4,0,0,0,1.8,0.17,1.5,0
GR010,Ikan Belida segar,79.2,80,14.7,1.4,2.2,0,303,315,1.3,41,356,0,0.8,0,0,0,1.2,0.14,1.4,0
GR013,Ikan beunteur segar,70,109,17,4,0,0,500,500,1,109,323.5,0.6,1.3,45,0,0,0.05,0.1,2.6,0
GR014,Ikan biawan segar,79.1,90,14.9,2.5,2.1,0,125,265,1,35,207,0.4,0.6,0,0,0,0.36,0.03,2.9,0
GR015,Ikan bili segar,68.3,88,14.2,0.7,6.2,0,27,1.76,1.5,217,202,0,4.1,0,0,0,0.72,0.09,2.7,0
GR016,Ikan bubara segar,75.5,100,14.7,2.4,4.9,0,90,90,0.4,390,390,0.7,0.8,0,0,0,0,0,0,0
GR017,Ikan bulan-bulan segar,66.7,134,25.5,1.3,5,0,29,29,0.5,197,489,0.1,0.5,0,0,0,0.3,0.02,0.8,0
GP008,Ikan cakalang asap mentah,56.9,204,34.2,5.6,1.9,0,14,399,1.3,176,588,0.3,0.7,1.55,0,0,0.53,0.07,0,0
GP009,Ikan cakalang asin mentah,41.7,198,36.5,2.2,5.5,0,236,346,3.7,4.3,302.1,0,0,0,0,0,0.06,0,0,0
GR019,Ikan cakalang hati segar,73.4,120,11.3,3.9,10,0,30,30,0.9,420,280,1.6,4.3,0,0,0,0,0,0.2,0
GR020,Ikan cakalang jantung segar,76.3,116,11.2,1.2,10.2,0,10,40,3.4,360,250,0.5,1.9,908,0,0,0,0,0.1,0
GR021,Ikan cakalang perut segar,79.1,86,10.2,1.1,8.7,0,20,110,2.1,230,210,0.3,9.3,0,0,0,0.24,0,0.3,0
GP010,Ikan calo peda mentah,71.3,81,11.4,1.9,3.8,0,743,174,22.6,0,0,0,0,15,0,0,0,0,0,0
GR023,Ikan daun segar,78.6,101,11.5,4.1,4.6,0,80,210,0.8,120,270,0.1,0.9,0,0,0,0.08,0.07,0.1,0
GR024,Ikan ekor kuning segar,74.1,108,22.3,1.2,2.1,0,30,220,0.5,50,230,0.1,0.6,40,29,0,0,0.1,0.2,0
GP011,Ikan Gabus asap mentah,26.4,261,38.1,2.3,21.9,0,2.51,1.84,2.9,320,410,0.4,0.8,114,0,0,0.1,0.1,14.5,0
GP012,Ikan Gabus kering,24,268,58,4,0,0,15,100,0.1,0,0,0,0,30,0,0,0.1,0,0,0
GR025,Ikan gabus segar,79.6,80,16.2,0.5,2.6,0,170,139,0.1,65,254,0.3,0.4,335,0,0,0.4,0.2,0.1,0
GP013,Ikan gete goreng,44.7,267,23.1,19.4,0.2,0,2.34,1.24,0.8,590,440,0.1,1.9,0,0,0,0,0,0.2,0
GR026,Ikan Heu segar,75.6,81,10,1.6,6.6,0,1.91,990,2.1,240,210,0.1,2.7,0,0,0,0.87,0,0.2,0
GR027,Ikan hitam segar,78.2,101,10.3,3.7,6.7,0,50,140,0.4,70,210,0,0.4,67,0,0,0,0.1,0.1,0
GP014,Ikan hiu kering,23.1,298,46.3,3.6,20.2,0,335,846,2.5,957,1457,0.5,2,661,0,0,0.84,0.11,22.5,0
GR028,Ikan hiu segar,85.7,57,10.7,0.3,2.2,0,75,206,2,0,0,0.02,0,0,0,0,0.05,0,0,0
GR029,Ikan kacangan segar,80.7,77,15.6,0.9,1.6,0,94,170,1.7,0,0,0,0,18,0,0,0.07,0,0,0
GR030,Ikan kakap segar,77,92,20,0.7,0,0,20,200,1,0,0,0,0,9,0,0,0.05,0,0,0
GR031,Ikan kakatua segar,79.7,82,11.4,1.2,6.4,0,20,160,0.4,90,300,0.1,0.3,18,0,0,0,0,0.2,0
GR032,Ikan kalaban segar,80.3,77,16.4,0.7,1.3,0,182,248,0.9,40,334,0.7,0.8,0,0,0,0.16,0.15,1.9,0
GR033,Ikan Kamera segar,78.5,86,19.7,0.8,0,0,50,170,0.3,90,290,0.3,0.1,26,0,0,0,0.08,0.1,0
GR034,Ikan kapar segar,74.2,132,17,6.7,0.8,0,151,272,1.2,78,229,0.9,0.7,0,0,0,0.07,0.03,0,0
GP015,Ikan katombo asin,44.7,162,31.7,2.8,0.3,0,279,609,4.6,4.39,342.2,2.8,0,0,0,0,0.09,0,0,0
GR035,Ikan kawalinya segar,76.1,110,12.6,4.2,5.4,0,80,300,1.5,340,300,0.2,1.4,146,0,0,0,0,0.2,0
GP016,Ikan kayu kering,23.1,302,70.7,1.9,0.4,0,313,22,4.1,345,1045,0,1.8,0,0,0,1.4,0.04,20,0
GR040,Ikan keru-keru segar,77.2,93,16.5,2.1,0.8,0,65,217,2.4,137,255.3,0.34,0.7,0,0,0,0.01,0.09,1.6,0
GR041,Ikan kima segar,82.1,70,10.8,0.7,5.2,0,53,72,2,342,101,0.5,0.5,401,0,0,0.22,0.05,5.8,0
GP017,Ikan Lais bakar,69.4,147,17.5,6.5,5.4,0,54,194,0.1,142,209,0,0.5,0,0,0,0,0,0,0
GR045,Ikan lais segar,65,161,11.9,11.5,2.4,0,70,237,0,0,0,0,0,0,0,0,0.05,0,0,0
GR046,Ikan layang segar,74,109,22,1.7,0,0,50,150,2,0,0,0,0,45,0,0,0.05,0,0,0
